<<<<<<< HEAD
% # columns="iteration, evaluation, void, void, void, xmean", seed=811220, Thu Nov 28 09:13:25 2024, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 4.849074361733807 0.6699827716427008 3.041511528538871
2 14 0 0 0 4.708318152608024 1.58861584394613 1.3043192278199345
3 21 0 0 0 4.235372691459715 1.4018526417524784 0.758609744772116
4 28 0 0 0 2.25890972011255 0.7548540341881054 2.3621048272022347
5 35 0 0 0 0.07902043914545676 -0.23872298658787094 1.8881435930112598
6 42 0 0 0 -2.360217172020413 -2.314725618515194 1.3920201466409834
7 49 0 0 0 -5.477893919105053 -5.613219789685735 4.616095192149509
8 56 0 0 0 -5.962349832344551 -5.272946564461702 3.981152298922873
9 63 0 0 0 -6.8581583068369625 -5.319547343217031 7.490727052827997
10 70 0 0 0 -6.823241470706802 -5.330170621156881 7.877488138483338
11 77 0 0 0 -5.7293612624501185 -5.375886371879174 9.56768255311461
12 84 0 0 0 -4.597681178343321 -4.178783803640396 6.6019916634367295
13 91 0 0 0 -6.505788238507683 -6.4150312458327 11.171022108603127
14 98 0 0 0 -5.949677918381208 -5.367463542315685 7.960907499895097
15 105 0 0 0 -5.906125991110666 -5.744435427976606 7.101529273019931
16 112 0 0 0 -5.601744960861159 -4.912948148351429 5.686778441441308
17 119 0 0 0 -5.9318531001411445 -5.550100853680697 8.000532543746186
18 126 0 0 0 -5.189336794798331 -4.3262576902233265 8.333695684459679
19 133 0 0 0 -5.405801801996122 -4.479393327834511 10.413905017050036
20 140 0 0 0 -5.04782532564567 -4.186073604797967 10.752845315017773
21 147 0 0 0 -5.401073917685245 -4.48622619568182 9.563979577672578
22 154 0 0 0 -5.20128620767669 -4.2781347746761975 9.376559939870345
23 161 0 0 0 -5.181565101219407 -4.303239192580203 7.619446933429457
24 168 0 0 0 -5.3608343030174055 -4.576969722893615 8.75822287946915
25 175 0 0 0 -5.286648962247811 -4.462177471657108 9.080145526021594
26 182 0 0 0 -5.180095784615341 -4.3444708281183075 8.4725609006122
27 189 0 0 0 -5.257701225081636 -4.420300880294271 8.804683850496026
28 196 0 0 0 -5.291501579281072 -4.491580261844809 8.650550261083495
29 203 0 0 0 -5.233210042579644 -4.379439522410745 8.488859123769078
30 210 0 0 0 -5.202133344428885 -4.343946879805249 8.492754207814542
31 217 0 0 0 -5.208470806336646 -4.3640451344547255 8.648527660424467
32 224 0 0 0 -5.241190301694538 -4.394347234090793 8.6652048180131
33 231 0 0 0 -5.230866708470113 -4.3917101585690315 8.861531462955126
34 238 0 0 0 -5.242887766994053 -4.401351974728907 9.065259948599126
35 245 0 0 0 -5.228283694975486 -4.380444752548675 9.194053264668355
36 252 0 0 0 -5.242360304409736 -4.405960990242995 9.228425638150432
37 259 0 0 0 -5.248088779329139 -4.405124941531518 9.462711187963203
38 266 0 0 0 -5.231716431911952 -4.384307597434321 9.37397622814236
39 273 0 0 0 -5.233945128325006 -4.389262580038446 9.259462408753802
40 280 0 0 0 -5.232578938830807 -4.390673443779265 9.136908257905695
41 287 0 0 0 -5.246925284714824 -4.409434334608759 9.028719002449364
42 294 0 0 0 -5.248909934406601 -4.416114960882184 9.01435608301205
43 301 0 0 0 -5.248382582448061 -4.40780682084929 8.810987148181177
44 308 0 0 0 -5.24936559403165 -4.413250793938629 9.022945703161403
45 315 0 0 0 -5.246432196425457 -4.403333884268831 9.209837683360874
46 322 0 0 0 -5.242606872299255 -4.405406925751167 9.156575875692047
47 329 0 0 0 -5.2471888019675506 -4.406620406721888 9.239848777954723
48 336 0 0 0 -5.243641834830433 -4.402553142415333 9.278009246986839
49 343 0 0 0 -5.245546531560455 -4.406437269856069 9.366042600168193
50 350 0 0 0 -5.245623120585543 -4.405423806545775 9.272238702253127
51 357 0 0 0 -5.246599458807637 -4.406992968042953 9.248678736500148
52 364 0 0 0 -5.244124690964437 -4.404558156241546 9.248976477645824
53 371 0 0 0 -5.241708107155499 -4.402355127801041 9.242485455087754
54 378 0 0 0 -5.242791613007975 -4.401135255799967 9.257542723854678
55 385 0 0 0 -5.245523152015417 -4.40588002712887 9.227690726115982
56 392 0 0 0 -5.244342609708384 -4.405339863149854 9.236529497720415
57 399 0 0 0 -5.241035252250659 -4.399634540716241 9.241446948692642
58 406 0 0 0 -5.24378104281322 -4.404360250542953 9.257864727463446
59 413 0 0 0 -5.245378307463693 -4.4053391871278516 9.250966698545398
