fmin,log ka_wt,log ka_short,log kc_wt,log kc_short,log kd_wt,log kd_short
0.0012479796349998953,3.6780964823732134,6.726636131400539,-4.810584571762124,-20.339526707535757,1.0347891797396551,-2.9736452098250448
0.030969527662527113,6.7344662909252,0.2133213042645504,-0.28800620750809636,1.8327244566827783,0.1075296752738479,2.104494948646157
0.0012431215577814979,4.585887494878908,8.061117768526232,-4.464643676142572,-16.86625288633226,1.470348250381374,-2.9736732609347696
0.004783319249161481,-4.014991493618292,-3.8516528332634663,-6.790196214021539,0.2352786870959695,0.46902458434007815,1.4380634892962596
0.000643442057378272,-4.912391764736783,-3.152817355745026,-4.433077865163214,-74.59597496220043,1.4947380569635362,-2.8627910606569458
0.0012648331319734384,3.7047104537859763,6.157560716183481,-8.242275159375643,-288.4070613703587,0.4187797479294627,-2.973646201972239
0.02684700751607569,1.561998918847098,-3.3499203546827827,0.00876638566393072,-6.246692689789917,0.3234589168519899,-2.7575708330761257
0.0006401051417728185,-5.914833378887708,-3.5439637109552757,-4.149902481244356,-5.616835983838724,2.4510077872000844,-2.653694616636281
0.0006737320134138095,-3.8542959154750815,-3.118100676502581,-26.843542400216965,-17.931095179722224,0.40171299469130883,-2.865994649510333
0.0012411682024273739,-0.3875305311960336,2.8317260334395837,-4.629067568776708,-17.612366045252337,1.2214349177835773,-2.9732728598547036
0.02684800679107274,17.480720746587988,-3.680007409070201,9.32335050105958,-5.337712900900195,0.10084872842630237,-2.575601200929299
0.02746353308829108,9.433871712151094,6.676998570494643,-1.0728040804882262,-17.826177544494357,0.2057289368554316,-2.973661809799194
0.004748273995971058,-0.059671019361622064,2.795214889727005,-5.081966010833263,1.6027438788334332,0.8488324858690443,1.8546967144827864
0.0006372590671492602,-38.248270386444524,-3.0844675447452348,-4.007468318668198,-20.195150702632272,34.861514932061866,-2.869469883408736
0.02470451883825987,-0.8839162517117745,1.39218512495448,-3.1537290726393534,-0.13950416927642406,1.3332316562573543,0.4722130674921291
0.0012356416417418207,-0.4134391653626736,5.570230408757785,-4.05592660596842,-20.085746650080605,3.995120349576708,-2.9735946410613425
0.026848259172323634,11.735011641660519,-4.349737601509744,-14.404800132986946,-4.6019541436197695,0.100737983048672,-2.129260249526002
0.03096954424756051,17.782518717516147,5.272546488892034,-11.038684853939035,6.275650327493341,0.10109412601930601,6.5154558836229235
0.030969512784196115,11.25111575429707,4.550696376254483,-6.31976104159711,7.389388191264373,0.10105601787988087,7.62936875633248
0.06797509953520789,14.860205154931013,-6.4225044845849535,14.054766132421513,-1.1337786851057479,0.4730159372936307,-31.01425658068751
0.030969532779022393,14.233068990901232,3.7645928531721933,8.78539195927185,6.085243550294678,0.7679461855536411,6.325639510391155
0.004772548524524171,-2.972888966568073,-0.9475854729287361,-14.606271726373256,2.0999101254537096,0.402926152651947,2.4269240768179836
0.030969509629554044,5.7016718704454625,-2.792523057599624,4.372634673876632,0.659678727314315,0.39902131663322393,1.3502781102747825
0.004750339102191498,2.8126571259670032,5.346755829370528,-6.34767619850721,2.1424207965671225,0.5100997709944946,2.3860729080269345
0.04176160735492769,-3.2238220159001747,-0.6435063679103573,-5.01424668881501,12.704110425497179,0.8840140679354721,-3.1279000411090645
0.004760479487958732,-1.5673007624500752,0.9200887090087475,-6.1520996039794955,0.6092218790025107,0.5356387747547704,0.8801665943932814
0.004745596922472608,2.6893590804210197,5.739394060117093,-4.808727879373428,0.5640907924894549,1.03673184293973,0.8227396075817126
0.041792103383617815,-4.103213048870039,-5.976731614566717,-6.797240132310597,0.23793889926767908,0.4682773536669807,-17.55772660263073
0.026848214338320048,4.966165988232058,-4.023291924253864,2.1450016466978243,-4.8775359328775005,0.16456594564517743,-2.3605079417027017
0.0012635902708375195,3.3785282735024054,5.852342878004945,-7.372966487375667,-17.096456825418077,0.44065173101107735,-2.973601912794466
0.000640105141141933,-5.914872733017177,-3.5439664894307583,-4.149902285075826,-5.616790522376293,2.4510419780270825,-2.6536865462772035
0.030969525277390202,5.379536935803668,-2.8010138338702637,3.851856712776109,2.579853526463872,0.3511043672171251,3.2640885245461004
0.0006740301120765394,-3.862695541043725,-3.1684526430177646,-21.993624841943873,-7.452588185133983,0.401657758347577,-2.8366957585858943
0.026848526074128087,3.0763835308902694,-3.1726184877439803,-9.745593038083058,-7.8322603828088955,0.10106558399224161,-2.84375767319639
0.004759739323719874,-0.17827090719966368,2.291485402643849,-7.025160746789001,4.028252658989552,0.45693370666408983,4.271808035285096
0.0012400366433599124,-0.34241460256147904,2.955047943475586,-4.571862241159272,-197.88444421362823,1.2989332195707781,-2.973536675966644
0.040303164580393944,-2.979124233963816,-1.4144710795877904,-5.935720277541156,0.9203433225878359,0.347460105832355,-1.3229969875611407
0.030969533486311387,4.714198959700911,1.8340059015719743,-1.5422294891181825,0.4114318272293351,0.16205796780546416,0.6784233885313992
0.0006432024151826625,-4.919498880211516,-3.155242871507538,-4.430160213241921,-8.355310591164999,1.5012218672549134,-2.8525943583729685
0.0006413781066680795,-5.325392453597462,-3.2436782598513343,-4.271316254668348,-6.925277911176663,1.8989768041234907,-2.8117547531063565
0.0012383743720917272,0.7363841361590572,5.358111007882057,-4.146386668590079,-21.897315820807393,2.629167956939093,-2.9736228954369386
0.026848426031341174,18.117695909652223,-3.3649841901470627,13.738274633774434,-6.194183747749518,0.1156806795844812,-2.751479947938814
0.030969522746283035,15.442594365799748,4.0913293901241,-4.273623393239031,2.387935872434328,0.1011037666999981,2.6310530170088304
0.04179692214224226,-4.052620911945608,-15.318542132145838,-21.556450898370592,0.2596962889346932,0.40131024054134157,-25.087643832478125
0.026847266831014446,9.118310822968947,-3.2036823437251187,1.7350084945430984,-7.406005222079217,0.1017806960336746,-2.8322738652640442
0.001246120497960473,1.7887337968705055,4.853280638769624,-4.789697350783563,-20.308584511844067,1.052781236716681,-2.97352120346853
0.004748202563149882,9.878150875911611,12.727264517315621,-5.113957328514194,11.5330786321604,0.8302950115958778,11.772447342390496
0.03096950938271568,9.37062743686492,-2.3171660838738424,-6.267836176359112,3.1064835485757154,0.10101415359339545,3.642969513576328
0.026847280920446238,29.800676251526937,-3.1311092046780873,-1.5124249772336131,-13.138520216446771,0.10082477918263592,-2.8656295680101147
0.0012479802845448153,3.6785552505626615,6.7270923561550315,-4.8106394772561005,-17.94950326671957,1.0347489838599908,-2.973683122264198
0.0006712261911698336,-3.9040086939538696,-3.0954944338589403,-6.965603505258348,-15.271793267470205,0.45831294676141515,-2.868016001668664
0.004774052520096043,-3.465403559619873,-1.6398862469211362,-6.463777362120724,2.4646524272421693,0.49784441329491524,2.8674715167634894
0.004723291336417565,-4.811472864107009,14.989432853898,-4.027944652375802,2.5132631772409124,17.812559147981734,2.756636938857283
0.004755772396487216,-2.419858420397838,0.05372425070912482,-5.687127511504336,0.9030511518824851,0.6213713607087097,1.1876569653242826
0.00475001846590526,-1.816083275754343,0.9971881580174272,-5.051283907422703,0.7217532746046429,0.8650262389383645,0.989800342012252
0.0012623207259028558,8.498001665720532,10.972811868287112,-7.347387253176619,-14.501246759279882,0.44155842295306885,-2.973622150422191
0.04175504359070993,9.290932022595111,12.160087836710257,-5.07693084818757,7.925328681343149,0.8504188235183331,-11.717386847587433
0.027466590678644383,36.591425066241364,11.457420608872694,-19.882660894607767,-12.740047815528758,0.1012167772939355,-2.973949632984063
0.0012463987636819151,7.436675445155832,10.481684826040313,-4.813542584815643,-12.674381984972934,1.0317110501158162,-2.9732135606682486
0.02746491736969383,25.050649656088595,8.785836196089354,-20.38481982928929,-17.934492393011656,0.09989159569588098,-2.9754936713705247
0.004744493733427258,-4.650677621814794,-1.0203270489677991,-4.234329647675395,4.759376428996091,2.076830214575753,5.088938837180542
0.0006434420577520751,-4.912414450826879,-3.152822356866334,-4.433078743835591,-25.05922952699497,1.494754056195014,-2.8627917496150883
0.0012643298158230756,12.526003308818847,14.990837148815727,-7.708687531297025,-11.756059301373947,0.43018255704128844,-2.972585388108059
0.0006703943349680693,-3.9104311816998996,-3.135021683968628,-6.974482467969794,-17.344288440277207,0.45776001869373323,-2.8643635048188476
0.0047444462169781475,-3.5856831802781852,-0.13879962256131165,-4.375507246660749,5.780193686398294,1.651588230736091,6.057988149002163
0.0012414719686852332,3.0141028530010634,6.697033079313506,-4.365788899100226,-11.716454793594432,1.6800826395800328,-2.9735707016770476
